canonical_stem,image,split,contributor,session,annotation_status,qa_status,negative,objects,sha256,mouse,keyboard,laptop,cup,headphones
P05_S01_HDP_0112,P05_S01_HDP_0112.jpg,train,P05,S01,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,1,5379026f135f572501ea8a1eb4193a1a9d63e658345c7f61a0649ffbf63892d9,0,0,0,0,1
P05_S01_HDP_0113,P05_S01_HDP_0113.jpg,train,P05,S01,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,1,555ca9fe24b1c22915d79dfc53abbf538933cc07858683cb5af45525ac167c8b,0,0,0,0,1
P05_S01_HDP_0114,P05_S01_HDP_0114.jpg,train,P05,S01,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,1,733a0d4b37b492bb3bf093c8bdc2be93b05184fc550f2746ba24f32d639f6e93,0,0,0,0,1
P05_S01_HDP_0115,P05_S01_HDP_0115.jpg,train,P05,S01,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,1,1e94a48541ab4136046bf38b5d693c1f1349b6c2b35b967b459ac031835c359e,0,0,0,0,1
P05_S01_HDP_0116,P05_S01_HDP_0116.jpg,train,P05,S01,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,1,13085c608aa552967c5f02033d8141dd3662ba396fa0d090a27f67f0371cc36c,0,0,0,0,1
P05_S01_HDP_0117,P05_S01_HDP_0117.jpg,train,P05,S01,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,1,cd40d6e2baa3ed9aa8950abbf97d0e5331483b4bbcd199b307252b545ef345bf,0,0,0,0,1
P05_S01_HDP_0118,P05_S01_HDP_0118.jpg,train,P05,S01,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,1,c83879fc0ef276b258f8a81925c9d64d7d49e055487eecf1f78bc3986d9e2924,0,0,0,0,1
P05_S01_HDP_0119,P05_S01_HDP_0119.jpg,train,P05,S01,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,1,4ba573c40a6799ea36f0929041037c543cd9ffb654f0cbb5557dec6b80836990,0,0,0,0,1
P05_S01_HDP_0120,P05_S01_HDP_0120.jpg,train,P05,S01,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,1,4c40eeb796a9ddeeeeac8e71d5a042afa10f33994ff51684605c01766ecd54e8,0,0,0,0,1
P05_S01_HDP_0121,P05_S01_HDP_0121.jpg,train,P05,S01,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,1,0114ec3e79eec17392d59c71d588a1c71ec976884a543f7d7f550f1053c52eec,0,0,0,0,1
P05_S01_HDP_0122,P05_S01_HDP_0122.jpg,train,P05,S01,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,1,201275d4680d7d27cc283a0fa2237abd9ddc1d4835f54592baa431f227721892,0,0,0,0,1
P05_S01_HDP_0123,P05_S01_HDP_0123.jpg,train,P05,S01,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,1,5626c16c970df9d89b96262d5c80cdd25829a3c7942da35a55b21333e24476de,0,0,0,0,1
P05_S01_HDP_0124,P05_S01_HDP_0124.jpg,train,P05,S01,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,1,1d50d9970209991d4e1b838d2b8d031525a9999c16f95782c8611a8e4560e7c0,0,0,0,0,1
P05_S01_HDP_0125,P05_S01_HDP_0125.jpg,train,P05,S01,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,1,9f54eeb2899f55a04de5bb64d6eb1b38d79e9b590683aabdbadbda94725b5ef5,0,0,0,0,1
P05_S01_KEY_0026,P05_S01_KEY_0026.jpg,train,P05,S01,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,1,ff7120612a405558ceed652b8339b03b0bb67dec098ef1424a52468ce18a2b13,0,1,0,0,0
P05_S01_KEY_0027,P05_S01_KEY_0027.jpg,train,P05,S01,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,1,f5c3ac4a05e2db299caa2faaa0f4fab1e3f7ec5a89a5f57fa90f7dd6abc9c5c1,0,1,0,0,0
P05_S01_KEY_0028,P05_S01_KEY_0028.jpg,train,P05,S01,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,1,15ab508710e9eaba4dc67894896e9f7ccac40694d477a95768888cb7d33bb551,0,1,0,0,0
P05_S01_KEY_0029,P05_S01_KEY_0029.jpg,train,P05,S01,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,1,4bb3faee2b77de16e26741ea498fc1ad08100e5c9f5b7634b5f75bbdb3e5a949,0,1,0,0,0
P05_S01_KEY_0030,P05_S01_KEY_0030.jpg,train,P05,S01,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,1,f11acfe79a733348af7292305cedc6ae26b5e531a5e708b78bab84a24d47847a,0,1,0,0,0
P05_S01_KEY_0031,P05_S01_KEY_0031.jpg,train,P05,S01,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,1,69da045f6518a933c65603242f5db211712915210b96b36886c5161352dee9c1,0,1,0,0,0
P05_S01_KEY_0032,P05_S01_KEY_0032.jpg,train,P05,S01,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,1,9a729e12e25cd5580e20ad445afc0300d78716a149729478787e02992e5e9fa4,0,1,0,0,0
P05_S01_KEY_0033,P05_S01_KEY_0033.jpg,train,P05,S01,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,1,308d25af48d91b4fa1fabd412dac295cd1c116e8b37e893d792b81242fa878dd,0,1,0,0,0
P05_S01_KEY_0034,P05_S01_KEY_0034.jpg,train,P05,S01,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,1,32a1a108c14a2b5984bbb02320f349a6a4bb8bf4af5031b60d496937cb26fef0,0,1,0,0,0
P05_S01_KEY_0035,P05_S01_KEY_0035.jpg,train,P05,S01,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,1,a29ce4f92765166b94b569de4c9016c2d2e07681f93cf6c10d14a17b9d5d71f5,0,1,0,0,0
P05_S01_KEY_0036,P05_S01_KEY_0036.jpg,train,P05,S01,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,1,0e36f9e076a542d3f2a3407f65317282d7b516a68ef67387954c500dc49b4aa4,0,1,0,0,0
P05_S01_KEY_0037,P05_S01_KEY_0037.jpg,train,P05,S01,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,1,47d45f192d4ea98d2ea884d8e3abdb4ea7311628df43d45d487eb639ee7f436a,0,1,0,0,0
P05_S01_KEY_0038,P05_S01_KEY_0038.jpg,train,P05,S01,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,1,2d4710c9ccee26d1d613022cdfd8acac87ce54c9d3ef875c8bd2f17a4fee6982,0,1,0,0,0
P05_S01_KEY_0039,P05_S01_KEY_0039.jpg,train,P05,S01,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,1,75f86a007ec54ccf85a228167d0d469ef983a25b1b76ec2e7eda941418e64b36,0,1,0,0,0
P05_S01_KEY_0040,P05_S01_KEY_0040.jpg,train,P05,S01,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,1,5889e58cbad9a384a72c60ef3c6a6624b6c147ac0af02dde9405dfec4b1b50f9,0,1,0,0,0
P05_S01_KEY_0041,P05_S01_KEY_0041.jpg,train,P05,S01,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,1,22fb4b0228111adccbcf233e3b5f8b98cbae663a993a58bb388052705b8331f8,0,1,0,0,0
P05_S01_KEY_0042,P05_S01_KEY_0042.jpg,train,P05,S01,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,1,66e3024db5b24885bedf02be4c284dd0e757e2b15eace80533c8d6cd2a5dce63,0,1,0,0,0
P05_S01_KEY_0043,P05_S01_KEY_0043.jpg,train,P05,S01,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,1,143850eb8041848cd881064543561ae3e493bfe71f296a1be4ed9146a7c799db,0,1,0,0,0
P05_S01_KEY_0044,P05_S01_KEY_0044.jpg,train,P05,S01,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,1,22d369fe90c6b79f0355e8f7bb5ca0a4d5aef42cf52be5f4df915f98a19296fe,0,1,0,0,0
P05_S01_KEY_0045,P05_S01_KEY_0045.jpg,train,P05,S01,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,1,aebfdb314d85c5ae99ea2380a69320de42af81f273b778c9bbc2a5868a2e3ed7,0,1,0,0,0
P05_S01_KEY_0046,P05_S01_KEY_0046.jpg,train,P05,S01,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,1,7b4a3b45f852f50d90c0498dcc6ceece548ed1f4492a94c6b7d99408a8f541e4,0,1,0,0,0
P05_S01_KEY_0047,P05_S01_KEY_0047.jpg,train,P05,S01,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,1,30fc1d7b28683f6febe618649f1c81c351f10df9a2e04c2780460f0f7a1ba8de,0,1,0,0,0
P05_S01_KEY_0048,P05_S01_KEY_0048.jpg,train,P05,S01,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,1,f7f2daf0739c71ff66cbfaa787ba7a386bb642c849abc4c6bfdb66797cc12db3,0,1,0,0,0
P05_S01_KEY_0049,P05_S01_KEY_0049.jpg,train,P05,S01,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,1,1fdd39700240867a738dce54419784ecd4b844ff8f544c882d45e5663dce355b,0,1,0,0,0
P05_S01_KEY_0050,P05_S01_KEY_0050.jpg,train,P05,S01,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,1,8a356c71f015c30ad740d3909dbffb2e769979895f56d40bb743c4fea41d0215,0,1,0,0,0
P05_S01_LAP_0051,P05_S01_LAP_0051.jpg,train,P05,S01,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,1,20759c91cf53ce5e17b77c30337743a406c7fb101b730e5400b7576da1283fca,0,0,1,0,0
P05_S01_LAP_0052,P05_S01_LAP_0052.jpg,train,P05,S01,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,1,48548a6b541469d84dbad1416fc28b29f0007610e83717d407fd5465006da073,0,0,1,0,0
P05_S01_LAP_0053,P05_S01_LAP_0053.jpg,train,P05,S01,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,1,9bd890bd5acda1034fc275d0062b3cd0ae82f5766136df60bcd8f5abed099dff,0,0,1,0,0
P05_S01_LAP_0054,P05_S01_LAP_0054.jpg,train,P05,S01,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,1,1fb820657d876e979457a69e55c54f0105539713d24c5490889188385943be95,0,0,1,0,0
P05_S01_LAP_0055,P05_S01_LAP_0055.jpg,train,P05,S01,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,1,e5ef2eecba06829b68ce8f1f7eb0398325e95852657736a2bb537b853506de58,0,0,1,0,0
P05_S01_LAP_0056,P05_S01_LAP_0056.jpg,train,P05,S01,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,1,c796b9ec6697a438368d1bb78598fb37198560206380f09adfadc384fb3bddf3,0,0,1,0,0
P05_S01_LAP_0057,P05_S01_LAP_0057.jpg,train,P05,S01,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,1,138449e51e3a6675d594ea4ff9d5a4413b6dd481b461ce0f30f82e16ccd5d33f,0,0,1,0,0
P05_S01_LAP_0058,P05_S01_LAP_0058.jpg,train,P05,S01,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,1,9871caf8e7e5a4501089ce23b733e3f171fb30503a8de219631dfab326a4bbcf,0,0,1,0,0
P05_S01_LAP_0059,P05_S01_LAP_0059.jpg,train,P05,S01,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,1,b9a150b52a5628b712da769f969cf54808638575be06f0af676e542ebae85dfc,0,0,1,0,0
P05_S01_LAP_0060,P05_S01_LAP_0060.jpg,train,P05,S01,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,1,d42432b3d4c19b9695f9e647b0cba83bf849a0893c488f5fad74839f6cbcb260,0,0,1,0,0
P05_S01_LAP_0061,P05_S01_LAP_0061.jpg,train,P05,S01,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,1,f631965e8fcc37eda85d1c1fbb666d95e8805babf71d7402409a78c6573b429e,0,0,1,0,0
P05_S01_LAP_0062,P05_S01_LAP_0062.jpg,train,P05,S01,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,1,b718b1935db76023bad4313d6421e31c5f73bcc89fa17442a0823b4fad4d4adc,0,0,1,0,0
P05_S01_LAP_0063,P05_S01_LAP_0063.jpg,train,P05,S01,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,1,2a43d1e0eebc09d2f8fe18d8b009732a3264e09b9dbbd4c4af30f407ba625bf5,0,0,1,0,0
P05_S01_LAP_0064,P05_S01_LAP_0064.jpg,train,P05,S01,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,1,172c4917dff13560d9ac763dba79de1904994247e47298e1df4a3ea81bc752c4,0,0,1,0,0
P05_S01_LAP_0065,P05_S01_LAP_0065.jpg,train,P05,S01,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,1,2927eac1993c3531547f06bcc48b0c7a7b1d0b22b4fce34bb27720fad534eb58,0,0,1,0,0
P05_S01_LAP_0066,P05_S01_LAP_0066.jpg,train,P05,S01,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,1,67caf7d34222f61ab72e22ac8aeb638c6c5887c4c23a696854e09b35a81a59a3,0,0,1,0,0
P05_S01_LAP_0067,P05_S01_LAP_0067.jpg,train,P05,S01,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,1,2e2e548561e79f28b1815295f9cce01eeb4a5fe809e53d863913475cbc892ad5,0,0,1,0,0
P05_S01_LAP_0068,P05_S01_LAP_0068.jpg,train,P05,S01,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,1,ba04546802b54903eb5e45c1b20b9f7ac2e3343224c874c1773918f4d5d2636a,0,0,1,0,0
P05_S01_LAP_0069,P05_S01_LAP_0069.jpg,train,P05,S01,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,1,4c996f1b69835fa5a69773125da83268ab85a0f9c5fcc0979ed37e6859e4f5e2,0,0,1,0,0
P05_S01_LAP_0070,P05_S01_LAP_0070.jpg,train,P05,S01,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,1,95ce7772731d6e9a03980e544f2a813adf98512970c9fef975af216ae6727166,0,0,1,0,0
P05_S01_LAP_0071,P05_S01_LAP_0071.jpg,train,P05,S01,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,1,60c01f1f7665716aed9602fdce70fb9ddc8763209467516d2b08e77b60d983cd,0,0,1,0,0
P05_S01_LAP_0072,P05_S01_LAP_0072.jpg,train,P05,S01,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,1,6422c7a9288f773677764ddc10ff28deb11d2274d2d50b0490db001a6bf536c7,0,0,1,0,0
P05_S01_LAP_0073,P05_S01_LAP_0073.jpg,train,P05,S01,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,1,e258eb30343659aac968e7b75239f966e0dde42cba5307381a49905e8fcf23e5,0,0,1,0,0
P05_S01_LAP_0074,P05_S01_LAP_0074.jpg,train,P05,S01,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,1,be965babbc1bc88a6e732559c53de90f3c95e7e751208f22fb730a3665d6b82f,0,0,1,0,0
P05_S01_LAP_0075,P05_S01_LAP_0075.jpg,train,P05,S01,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,1,a5866022aa6fb1b70c7439fee6bac297cfe1a398523df322fa95dd28d036d251,0,0,1,0,0
P05_S01_MOU_0001,P05_S01_MOU_0001.jpg,train,P05,S01,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,1,00b9a54b3b7d34487a5039fd7c1224ea42b8aeea9594e71d83b323e4a25b7842,1,0,0,0,0
P05_S01_MOU_0002,P05_S01_MOU_0002.jpg,train,P05,S01,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,1,9d7832e7067fb2ecb07a7f70f4ba1060871fdc84a0bc963398c777297141fed6,1,0,0,0,0
P05_S01_MOU_0003,P05_S01_MOU_0003.jpg,train,P05,S01,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,1,37b7f9fad11b2abf80424a67930376c174252b4472a9e666cd9b7e76464546f0,1,0,0,0,0
P05_S01_MOU_0004,P05_S01_MOU_0004.jpg,train,P05,S01,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,1,c9053e897a8d5346341bf2a53fe740290a8584fcb9f8a32bef6df76c55de8704,1,0,0,0,0
P05_S01_MOU_0005,P05_S01_MOU_0005.jpg,train,P05,S01,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,1,31d13cb046f9582bdf2555e7bc03dcd74179ced9de7eae25b4caf99470010e2b,1,0,0,0,0
P05_S01_MOU_0006,P05_S01_MOU_0006.jpg,train,P05,S01,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,1,a8675452e9cf1fb97ec6a48288c8e2208f695270990dc7d033481a94802c5c58,1,0,0,0,0
P05_S01_MOU_0007,P05_S01_MOU_0007.jpg,train,P05,S01,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,1,c7ec3b74d4d49dc7eb2c0f1654613a1e86912c8d9823e924c6cdb05af11f4e65,1,0,0,0,0
P05_S01_MOU_0008,P05_S01_MOU_0008.jpg,train,P05,S01,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,1,7a1f80e5e57e68ebceb14d27e8a1ce5368de48f3324766d14d82905eda2eb112,1,0,0,0,0
P05_S01_MOU_0009,P05_S01_MOU_0009.jpg,train,P05,S01,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,1,f1d60168cc9ab05ea1394e56a8e8047d63f32eba078bb7ce8f6e988eb5326d24,1,0,0,0,0
P05_S01_MOU_0010,P05_S01_MOU_0010.jpg,train,P05,S01,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,1,b0e85df10585cea56fe3327571444d017d30c40e40389b2a0380a65fe16bcb69,1,0,0,0,0
P05_S01_MOU_0011,P05_S01_MOU_0011.jpg,train,P05,S01,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,1,1eacc24e61eccddd11a1049ba2057ded10c367326cbbf5e1f219722b52c7c1f7,1,0,0,0,0
P05_S01_MOU_0012,P05_S01_MOU_0012.jpg,train,P05,S01,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,1,961edec70ed6b4daa408a27f71c58f12313bc1844ecce05afb76c3d7e7b7d21c,1,0,0,0,0
P05_S01_MOU_0013,P05_S01_MOU_0013.jpg,train,P05,S01,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,1,2eabac35c340c1cbf73a208a8405e21e19832260c1f150e97af5575677a6d349,1,0,0,0,0
P05_S01_MOU_0014,P05_S01_MOU_0014.jpg,train,P05,S01,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,1,d4bd07be24873f445a746b96850c0314ebf598900a0e2289b2d1081a4093726f,1,0,0,0,0
P05_S01_MOU_0015,P05_S01_MOU_0015.jpg,train,P05,S01,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,1,b7b89f9fcb3b363442d3ff8485cbf2b224e4fd01c407a16197dd996a8c9929af,1,0,0,0,0
P05_S01_MOU_0016,P05_S01_MOU_0016.jpg,train,P05,S01,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,1,4f661551b0a44c44904a5bb9a32bcc7e66f93c458b9065922b4577441ebfb10a,1,0,0,0,0
P05_S01_MOU_0017,P05_S01_MOU_0017.jpg,train,P05,S01,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,1,e5958be7a8604d7c8644e5533858d1d12fc4c444dc4462f84301c6d35cc0c8d3,1,0,0,0,0
P05_S01_MOU_0018,P05_S01_MOU_0018.jpg,train,P05,S01,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,1,2facd5300fe4aa619553a1c7ba51c38aef9ffedbfffe2685d61cc3b088831ee2,1,0,0,0,0
P05_S01_MOU_0019,P05_S01_MOU_0019.jpg,train,P05,S01,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,1,cfec59d503aebdfe4b0eec6024e352467efae69ee406b7537f1daaf20f418d89,1,0,0,0,0
P05_S01_MOU_0020,P05_S01_MOU_0020.jpg,train,P05,S01,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,1,dd42d931e64ddbdcb74824e25b50c2b00a1aa036eddfd7c9d4c8b154919a4538,1,0,0,0,0
P05_S01_MOU_0021,P05_S01_MOU_0021.jpg,train,P05,S01,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,1,887d0df43b1fbc23890c6b7ddfed6d3d375c1b46c117ab57b0fce50730893cb7,1,0,0,0,0
P05_S01_MOU_0022,P05_S01_MOU_0022.jpg,train,P05,S01,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,1,710160d8341d109410afe28d0e97b3240d3a8e20ea8cd6564c4bfe986d7f5da8,1,0,0,0,0
P05_S01_MOU_0023,P05_S01_MOU_0023.jpg,train,P05,S01,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,1,7c40e32006b223c8ff8073b1382008a03140eb6cd6823cc22064041711de3d69,1,0,0,0,0
P05_S01_MOU_0024,P05_S01_MOU_0024.jpg,train,P05,S01,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,1,fff12b8a6e5958a67aa70d8c949ddbe3e7aecc88fa2a1748b9cd6719074ba411,1,0,0,0,0
P05_S01_MOU_0025,P05_S01_MOU_0025.jpg,train,P05,S01,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,1,d8f76654111ab3e4b90549362a02ebdc2d5d578b516626b629dfb30f91bf6dc5,1,0,0,0,0
P05_S02_MIX_0001,P05_S02_MIX_0001.jpg,train,P05,S02,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,2,cec550030fcccd6d937340eb8ed6fbba6be044ad5b7d07e64c6722491e25c9d3,1,0,0,1,0
P05_S02_MIX_0002,P05_S02_MIX_0002.jpg,train,P05,S02,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,2,4c7c57d9e152aac932a74c5ca3585035a1f2f414eba0fede760d2704c0e8adc5,1,0,0,1,0
P05_S02_MIX_0003,P05_S02_MIX_0003.jpg,train,P05,S02,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,2,ae60541489065a0fcbd346fa8591805b0b560fa977d45f9e7ce8704e61c0a027,1,0,0,1,0
P05_S02_MIX_0004,P05_S02_MIX_0004.jpg,train,P05,S02,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,2,e24fb9296a11e1db38f6488ed5736d0eb0ec0ead915878445e4a8c413af1e58d,1,0,0,1,0
P05_S02_MIX_0005,P05_S02_MIX_0005.jpg,train,P05,S02,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,2,5a808bd79fd4ffd009ce016b9159ca70528bc9fa9bf21c1705d090afe5279ac8,1,0,0,1,0
P05_S02_MIX_0006,P05_S02_MIX_0006.jpg,train,P05,S02,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,2,f27e01e11e6f92731f197e6b2bbeb998c597e5de6fe11526cf4dfad49bbc58f2,1,0,0,0,1
P05_S02_MIX_0007,P05_S02_MIX_0007.jpg,train,P05,S02,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,2,d7bd60d48c22d65b7d50a02f9e227f2db0fab312e9ffd6b5fcfbd7c8570b97b3,1,0,0,0,1
P05_S02_MIX_0008,P05_S02_MIX_0008.jpg,train,P05,S02,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,2,6e066d0f211444dba28524a76d9ce7f0003ed20560d6e1f69d5b7d3d424d989e,1,0,0,0,1
P05_S02_MIX_0009,P05_S02_MIX_0009.jpg,train,P05,S02,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,2,e624ba922e8208d20d26f70d871febadff0aed4071bc5b48b90951a77132a0b7,1,0,0,0,1
P05_S02_MIX_0010,P05_S02_MIX_0010.jpg,train,P05,S02,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,2,7d7c9c18aeb79fc2b7b84a314707f8df880a81016c492f65fccb23f46f773863,1,0,0,0,1
P05_S02_MIX_0011,P05_S02_MIX_0011.jpg,train,P05,S02,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,2,cc0cb88c75a381f44c990e72bfc8c8f42e268de7a339509a1e5c6d063c16ebc7,0,1,0,1,0
P05_S02_MIX_0012,P05_S02_MIX_0012.jpg,train,P05,S02,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,2,986486b748b0e4ddd8e0a9654a06032ee5f4b5b73f9e9357ae8e04e9201c05e3,0,1,0,1,0
P05_S02_MIX_0013,P05_S02_MIX_0013.jpg,train,P05,S02,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,2,7cf13b34a10aa1a5c08ec39052c411f1535390dec3fd592e568975931cb99f28,0,1,0,1,0
P05_S02_MIX_0014,P05_S02_MIX_0014.jpg,train,P05,S02,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,2,42a196230aee762e1cdfa5e3df5ad79c113e2ccd90143a7ddd960bb42af0f018,0,1,0,1,0
P05_S02_MIX_0015,P05_S02_MIX_0015.jpg,train,P05,S02,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,2,6ad4e9f60739e9d6ede98529c52e905a724fbb3d85ed55594316300ede5de0e7,0,1,0,1,0
P05_S02_MIX_0016,P05_S02_MIX_0016.jpg,train,P05,S02,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,2,ea5279325d98e2e1c6e9eacd1f9dc2079a3e88e487737c842a51d75dc85b0dd6,0,0,1,1,0
P05_S02_MIX_0017,P05_S02_MIX_0017.jpg,train,P05,S02,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,2,3f31e003cb8be18f9e283b8770cb02d2286b5799b3c4f0611426ea1d5c44541c,0,0,1,1,0
P05_S02_MIX_0018,P05_S02_MIX_0018.jpg,train,P05,S02,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,2,f460442e13b874366a7a058d32995a60ffe10a5ff1c259da0a9706098da121f1,0,0,1,1,0
P05_S02_MIX_0019,P05_S02_MIX_0019.jpg,train,P05,S02,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,2,98502c12bb4aa800df7999b8995463e22d71bb09832afbac56b32c89937e52d2,0,0,1,1,0
